GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC09,HC01_MOE_VC09,HC02_EST_VC09,HC02_MOE_VC09,HC01_EST_VC10,HC01_MOE_VC10,HC02_EST_VC10,HC02_MOE_VC10,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC19,HC01_MOE_VC19,HC02_EST_VC19,HC02_MOE_VC19,HC01_EST_VC23,HC01_MOE_VC23,HC02_EST_VC23,HC02_MOE_VC23,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC34,HC01_MOE_VC34,HC02_EST_VC34,HC02_MOE_VC34,HC01_EST_VC35,HC01_MOE_VC35,HC02_EST_VC35,HC02_MOE_VC35,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38,HC01_EST_VC41,HC01_MOE_VC41,HC02_EST_VC41,HC02_MOE_VC41,HC01_EST_VC42,HC01_MOE_VC42,HC02_EST_VC42,HC02_MOE_VC42,HC01_EST_VC43,HC01_MOE_VC43,HC02_EST_VC43,HC02_MOE_VC43
1400000US12115002303,12115002303,"Census Tract 23.03, Sarasota County, Florida",2508,203,48640,7914,99.1,1.4,48217,7649,0,1.7,-,**,0,1.7,-,**,0,1.7,-,**,0,1.7,-,**,0,1.7,-,**,0.9,1.4,-,**,0,1.7,-,**,99.1,1.4,48217,7649,1.5,1.7,30673,5171,7,4.2,48259,26400,25,4.5,60450,16228,66.5,5.7,47181,7668,1462,164,62424,7687,6.2,4.6,32222,54285,93.8,4.6,66333,7657,93.2,4.9,66056,7669,5.8,4.6,31528,52143,1,1.6,-,**,1046,225,29079,7536,59.5,13,26629,5830,56.8,13,26317,2814,2.7,3.1,47500,17501,40.5,13,33977,19433,35.1,12.5,32083,9210,5.4,5.4,50083,29553,22,(X),(X),(X),18.5,(X),(X),(X),27,(X),(X),(X)
1400000US12115002304,12115002304,"Census Tract 23.04, Sarasota County, Florida",1342,155,47679,9720,97.6,0.8,45536,9661,0,3.1,-,**,0,3.1,-,**,2.4,0.8,-,**,0,3.1,-,**,0,3.1,-,**,0,3.1,-,**,0,3.1,-,**,97.6,0.8,45536,9661,2.3,3.6,-,**,5.7,7.4,"250,000+",***,35.2,10.8,45714,25862,56.9,9.4,36890,12943,563,156,82716,48258,8.3,4.4,178164,946,91.7,4.4,64333,41016,95,5.8,83389,32875,5,5.8,31250,13771,0,7.3,-,**,779,184,29332,9878,75,12.8,26146,16810,63.5,17,21583,10152,11.4,12.9,92460,474866,25,12.8,31750,14195,18.4,11.4,29139,6571,6.7,8.2,39211,162637,24.4,(X),(X),(X),21.7,(X),(X),(X),26.3,(X),(X),(X)
1400000US12115002305,12115002305,"Census Tract 23.05, Sarasota County, Florida",995,193,36516,7550,95.8,5.3,36676,7454,2.4,4.2,16765,22951,0,4.2,-,**,0,4.2,-,**,0,4.2,-,**,0,4.2,-,**,1.8,3,-,**,2.3,2.8,50703,1719,93.5,6.2,36064,6803,0,4.2,-,**,4.7,5.3,90720,45975,22.7,7.6,23636,14268,72.6,8.8,37083,9208,350,102,50743,11441,7.4,10.9,32857,47018,92.6,10.9,51622,9339,86.6,12.3,52331,10712,13.4,12.3,16691,13379,0,11.4,-,**,645,167,31563,11195,51.9,14.8,24609,9200,49.5,14.7,25083,10212,2.5,3.9,-,**,48.1,14.8,36905,22432,45.3,14.2,37143,23987,2.8,3.5,9545,172120,13.5,(X),(X),(X),15.1,(X),(X),(X),12.6,(X),(X),(X)
1400000US12115002401,12115002401,"Census Tract 24.01, Sarasota County, Florida",1448,131,54541,8821,99,1.2,54184,8563,0.6,1,-,**,0,2.9,-,**,0,2.9,-,**,0,2.9,-,**,0.4,0.8,-,**,0,2.9,-,**,1,1.3,190417,111388,98.4,1.6,53954,8400,0.6,0.9,-,**,9.6,3,61563,64595,35.6,5.4,60165,25159,54.2,5,52543,8388,816,120,73750,12174,19.5,5.7,93906,57989,80.5,5.7,72434,14095,81.9,8.1,81705,18420,13.7,6.5,48182,33328,4.4,5.2,-,**,632,150,37000,12950,61.6,9.7,33859,9762,60.1,9.9,33370,10152,1.4,2.6,-,**,38.4,9.7,51181,23630,34.3,9.7,46375,36256,4.1,3.9,108250,51062,22.4,(X),(X),(X),26.7,(X),(X),(X),16.8,(X),(X),(X)
1400000US12115002402,12115002402,"Census Tract 24.02, Sarasota County, Florida",1810,169,39830,5804,97.2,2.4,40821,5271,0,2.3,-,**,0,2.3,-,**,1.3,1.7,-,**,0,2.3,-,**,0,2.3,-,**,1.4,1.8,-,**,4.4,4.3,50061,17378,92.8,5,39432,6303,2.2,1.9,20714,57641,16.1,4.4,50625,15061,25.8,5,49119,3966,55.9,5,31284,5034,945,149,46792,8112,33,7.3,42500,14125,67,7.3,47926,6119,77.7,10.3,50797,5187,15.2,8.3,23500,17376,7.1,6,48097,18358,865,171,27367,7496,67.7,9.4,26250,12477,60.1,9.7,24583,14419,7.6,4.2,59688,66022,32.3,9.4,27656,14409,24.7,8.5,26552,5434,7.5,5.4,88393,83599,32.7,(X),(X),(X),32.8,(X),(X),(X),32.5,(X),(X),(X)
1400000US12115002504,12115002504,"Census Tract 25.04, Sarasota County, Florida",1159,111,41313,8138,98.1,2.6,39983,7997,0,3.6,-,**,0,3.6,-,**,1.9,2.6,56719,9725,0,3.6,-,**,0,3.6,-,**,0,3.6,-,**,0,3.6,-,**,98.1,2.6,39983,7997,4.8,4.5,172667,294631,14.8,4.7,39911,23374,37.2,8.5,53487,13950,43.1,7.8,36333,4601,628,119,54847,4699,27.7,7.9,38897,16522,72.3,7.9,57391,9605,79.3,8.8,60227,9810,16.4,7.9,41719,17280,4.3,4.1,48229,28621,531,123,30457,5018,59.7,14.6,27303,8447,45.4,13.7,21488,8613,14.3,9.3,58182,172481,40.3,14.6,33875,4039,33.9,14.1,31667,7231,6.4,5.7,43750,40472,23.3,(X),(X),(X),18.5,(X),(X),(X),26.9,(X),(X),(X)
1400000US12115002505,12115002505,"Census Tract 25.05, Sarasota County, Florida",930,68,46301,5733,97.8,3.4,46644,7341,0,4.5,-,**,0,4.5,-,**,0,4.5,-,**,0,4.5,-,**,2.2,3.4,-,**,0,4.5,-,**,4.8,4.5,55250,83128,95.2,4.5,46216,5420,2.6,2.7,52692,31064,22.8,5.4,47448,23494,44,5,62802,17158,30.6,4,32875,5689,702,88,55244,11368,35.8,11,46589,6614,64.2,11,59276,9190,76.4,9.8,60268,6374,17.2,8.8,33977,26674,6.4,5.6,25521,33243,228,77,30833,8134,61.8,17.6,27625,8338,52.6,15.8,23750,10589,9.2,9.9,39886,68510,38.2,17.6,40694,12245,24.1,16.7,42083,41189,14,12.2,26111,36600,22.7,(X),(X),(X),21.4,(X),(X),(X),26.8,(X),(X),(X)
1400000US12115002507,12115002507,"Census Tract 25.07, Sarasota County, Florida",2442,150,45845,6034,97.3,3.3,46989,6712,2.3,3.3,-,**,0,1.7,-,**,0.4,0.7,-,**,0,1.7,-,**,0,1.7,-,**,0,1.7,-,**,0,1.7,-,**,97.3,3.3,46989,6712,0,1.7,-,**,23.6,4.2,56500,11005,47.7,4.7,52206,16876,28.7,3.4,33917,14297,1504,161,56638,8323,24.4,6.3,70474,20568,75.6,6.3,51380,10895,78.3,9,61215,5180,16.7,9,35597,13553,5,3.5,33750,108366,938,172,32770,4161,53.2,10,31317,2382,39.9,10.1,30033,3574,13.3,6.9,66179,14046,46.8,10,36028,4582,35.5,10.2,35194,5054,11.3,7.1,47708,25001,24.3,(X),(X),(X),28.3,(X),(X),(X),17,(X),(X),(X)
1400000US12115002508,12115002508,"Census Tract 25.08, Sarasota County, Florida",1279,128,42675,11853,99,1.5,43000,11315,0,3.3,-,**,0,3.3,-,**,0.6,1.3,-,**,0,3.3,-,**,0,3.3,-,**,0.4,0.8,-,**,1,1.6,-,**,98,2.1,42675,11899,3.4,3.2,39524,34499,23.1,5.5,47250,31552,33.9,5.6,52981,23882,39.6,6.1,25787,4380,768,108,51000,9656,21.1,7.8,37931,4528,78.9,7.8,54231,17059,81.6,7.7,53942,18064,16.7,7,35217,4677,1.7,2.7,-,**,511,127,26679,7601,50.7,13.2,25625,8554,40.5,12.9,22188,8573,10.2,7.9,46389,22004,49.3,13.2,28281,19646,36,13.3,24167,26363,13.3,9.4,36071,52678,35.7,(X),(X),(X),32.8,(X),(X),(X),40.1,(X),(X),(X)
1400000US12115002509,12115002509,"Census Tract 25.09, Sarasota County, Florida",1962,141,44405,5095,100,2.1,44405,5095,0,2.1,-,**,0,2.1,-,**,0,2.1,-,**,0,2.1,-,**,0,2.1,-,**,0,2.1,-,**,1.4,1.6,7109,71150,98.6,1.6,44464,5037,1.3,1.5,-,**,16.6,3.7,49022,7204,44.8,4.8,49103,9555,37.3,4.8,31500,6871,1246,127,55729,6596,26.2,6.7,56295,21887,73.8,6.7,54922,9338,84.1,5.3,59222,6675,14,5.1,29531,13937,1.9,2.2,42308,27381,716,159,24885,5248,63.7,13.4,22961,4815,59.2,12.8,21818,4725,4.5,6.8,-,**,36.3,13.4,30690,10182,32.8,13,31767,9218,3.5,3.9,12596,22984,31.4,(X),(X),(X),24.9,(X),(X),(X),42.9,(X),(X),(X)
1400000US12115002510,12115002510,"Census Tract 25.10, Sarasota County, Florida",1684,162,53289,11474,98.6,1.9,54803,11186,0,2.5,-,**,0,2.5,-,**,1.4,1.9,14097,22746,0,2.5,-,**,0,2.5,-,**,0,2.5,-,**,0,2.5,-,**,98.6,1.9,54803,11186,0.8,1.4,-,**,22.3,6.1,45386,14055,30,6.5,61736,9806,46.9,6.7,50658,24955,948,131,67262,11942,26.2,5.1,50417,36851,73.8,5.1,72727,11494,88.5,7,70848,12215,9,6.5,58162,80269,2.5,2.8,105192,157658,736,165,29286,12438,63.6,12,26012,6061,55,14,23188,8387,8.6,6.9,99934,194943,36.4,12,55081,23027,30.7,11.7,52368,22291,5.7,5.9,62778,69872,22.9,(X),(X),(X),27.2,(X),(X),(X),17.3,(X),(X),(X)
1400000US12115002511,12115002511,"Census Tract 25.11, Sarasota County, Florida",1419,112,41661,6431,97.7,2.6,41113,5991,0,2.9,-,**,0,2.9,-,**,2.3,2.6,78929,628,0,2.9,-,**,0,2.9,-,**,0,2.9,-,**,1.6,1.9,49191,111367,96.1,3.4,40719,5950,0,2.9,-,**,10.3,3.4,53400,22944,28.5,7.1,54063,24434,61.2,7.3,35547,9479,911,116,49128,7199,18.8,8.9,60688,30914,81.2,8.9,48125,5355,78.5,8.9,57739,9846,11.5,7,27853,3285,10,5.7,47695,20705,508,141,24753,5945,94.7,6.5,24336,4146,91.9,7.5,24120,3488,2.8,3.4,85313,2514,5.3,6.5,66607,77957,5.3,6.5,66607,77957,0,8,-,**,29.2,(X),(X),(X),34.5,(X),(X),(X),19.9,(X),(X),(X)
1400000US12115002601,12115002601,"Census Tract 26.01, Sarasota County, Florida",1273,122,57639,15321,95,5.4,53424,14034,0,3.3,-,**,0,3.3,-,**,3.8,5.2,"250,000+",***,0,3.3,-,**,0,3.3,-,**,1.3,1.5,108750,330050,2.2,2.5,31000,155778,93.4,5.9,54511,15163,0,3.3,-,**,10.3,4.7,52464,31542,45.9,7.6,79250,33929,43.8,7.4,37847,8489,804,119,70000,24085,24.8,7.8,54896,40347,75.2,7.8,86188,38210,78.4,7.3,107083,34483,17.7,6.5,34250,22510,4,3.6,48542,53268,469,118,31188,9595,62.5,13.7,17875,14834,60.8,13.4,18875,17714,1.7,2.5,-,**,37.5,13.7,64545,42999,35.2,13.5,65729,59208,2.3,3.6,-,**,35.3,(X),(X),(X),30.7,(X),(X),(X),43.3,(X),(X),(X)
1400000US12115002602,12115002602,"Census Tract 26.02, Sarasota County, Florida",1439,131,40045,9079,98.3,2.5,41116,8451,0,2.9,-,**,0,2.9,-,**,0,2.9,-,**,0,2.9,-,**,0,2.9,-,**,1.7,2.5,-,**,1.5,1.8,11833,26198,96.8,3,42098,8554,0,2.9,-,**,11.9,4.7,37067,27769,30.1,4.4,74034,14699,58,5.2,32780,3949,993,118,48918,8157,16.8,7.5,35197,57950,83.2,7.5,49760,8233,84.6,7.5,54194,9181,9.9,6.1,19792,35727,5.5,5.7,"2,500-",***,446,122,26409,4339,59.2,13.5,26773,4423,48.9,12.8,26318,3935,10.3,7,75192,46221,40.8,13.5,24167,16913,37.7,13,23438,10026,3.1,3.8,47188,123835,29.1,(X),(X),(X),28.8,(X),(X),(X),29.8,(X),(X),(X)
1400000US12115002603,12115002603,"Census Tract 26.03, Sarasota County, Florida",854,113,35123,8004,96.8,4.8,35676,6677,0,4.9,-,**,0,4.9,-,**,3.2,4.8,-,**,0,4.9,-,**,0,4.9,-,**,0,4.9,-,**,0,4.9,-,**,96.8,4.8,35676,6677,0,4.9,-,**,16.2,5.9,36667,73580,41.2,8.3,35750,11182,42.6,8.5,31250,11762,507,107,51699,7768,24.3,6.8,75694,59552,75.7,6.8,47292,14741,85.4,7.3,52404,10184,14.6,7.3,40385,53176,0,8,-,**,347,97,21949,4661,47,15.2,14476,8229,41.5,15.4,13710,8346,5.5,7,47625,42454,53,15.2,25455,6808,47.8,15.8,24688,7685,5.2,6.1,35000,25827,33.4,(X),(X),(X),24.5,(X),(X),(X),44.1,(X),(X),(X)
1400000US12115002604,12115002604,"Census Tract 26.04, Sarasota County, Florida",1531,133,37420,6578,98.3,1.7,37986,7539,0,2.7,-,**,0,2.7,-,**,0,2.7,-,**,0,2.7,-,**,0,2.7,-,**,1.7,1.7,-,**,0.8,1.4,"2,500-",***,97.5,1.3,38287,8429,0.5,0.9,-,**,8.5,2.9,47500,24807,20.5,5.1,47500,6516,70.5,4.8,35849,4476,759,142,47026,11083,10.7,5.1,46776,42330,89.3,5.1,48750,13923,85.6,6,53000,9622,14.4,6,17356,37175,0,5.4,-,**,772,155,32641,3707,65.7,12,31996,3439,56.9,12.2,31031,4096,8.8,6.1,48472,9119,34.3,12,33547,28901,26.6,12.2,23646,71865,7.8,5.3,33986,11780,30.5,(X),(X),(X),26.6,(X),(X),(X),34.3,(X),(X),(X)
1400000US12115002605,12115002605,"Census Tract 26.05, Sarasota County, Florida",1115,162,33281,5284,98.7,1.9,33750,5699,0,3.7,-,**,1.3,1.9,-,**,0,3.7,-,**,0,3.7,-,**,0,3.7,-,**,0,3.7,-,**,0,3.7,-,**,98.7,1.9,33750,5699,1.3,1.4,23750,43861,11,5.6,42022,22180,42.6,10.7,28906,9110,45.1,10.2,32178,9211,487,107,51375,10380,18.5,9.7,25000,52037,81.5,9.7,53750,9744,80.1,8.3,56218,6513,13.1,6.4,14891,14392,6.8,6.4,41932,90536,628,147,25260,3943,55.7,13.9,24762,7155,51.1,13.9,23036,10558,4.6,4,39514,27085,44.3,13.9,30530,13626,32.2,14.6,23013,16241,12.1,8.2,62903,61482,40.2,(X),(X),(X),34.3,(X),(X),(X),44.7,(X),(X),(X)
1400000US12115002710,12115002710,"Census Tract 27.10, Sarasota County, Florida",1221,160,32420,2780,94.6,3.8,32844,2899,3.4,2.9,18750,8879,0.8,1.4,-,**,1.1,1.8,"250,000+",***,0,3.4,-,**,0,3.4,-,**,0,3.4,-,**,3.4,2.8,39000,22188,91.2,4.2,32736,2912,2.1,1.9,12031,48569,13.8,4,39333,21545,26,5.1,38618,12991,58.1,5.8,30938,2641,741,120,39089,4104,25.8,5.3,39938,20530,74.2,5.3,38654,6016,83.4,5.9,41016,5278,11.9,5.2,31111,8648,4.7,4.1,25341,30494,480,135,27546,5049,51.9,13.4,24556,3476,47.9,13,24239,4319,4,4.5,35341,22835,48.1,13.4,29727,9180,43.5,13.9,28867,13097,4.6,3.8,55208,26178,30.4,(X),(X),(X),36.6,(X),(X),(X),20.8,(X),(X),(X)
1400000US12115002711,12115002711,"Census Tract 27.11, Sarasota County, Florida",3781,262,47724,5979,92.1,3.4,47477,5094,4,1.5,11913,55118,0,1.1,-,**,0.4,0.8,-,**,0,1.1,-,**,1.9,2.3,61045,12388,1.6,1.4,60074,85076,5.6,3.1,26875,60894,88.6,3.7,48472,5624,2.2,1.7,32356,50144,20.5,2.8,68929,12821,41.8,4.5,51375,11994,35.5,3.9,33112,8111,2702,215,57119,6019,33.5,4.6,60164,10261,66.5,4.6,56462,8521,85.7,4.9,59500,6270,10,4.6,33869,13660,4.3,2.3,49524,18638,1079,201,26317,3743,50.7,9.8,20066,7096,48.9,10,18462,6663,1.8,2.1,170125,311662,49.3,9.8,32667,9405,32.6,10,35036,12215,16.7,7.6,30000,24069,26.3,(X),(X),(X),25.7,(X),(X),(X),27.9,(X),(X),(X)
1400000US12115002712,12115002712,"Census Tract 27.12, Sarasota County, Florida",10579,431,52953,2748,92.7,1.7,53946,3143,5.4,1.5,37188,6932,0,0.4,-,**,0.1,0.2,-,**,0.2,0.2,52955,41339,1.1,0.6,50083,10077,0.5,0.4,68571,52923,5.7,1.3,28929,19105,88.1,2,55073,2734,3.6,1.4,36689,8091,39,2.9,59249,4206,37.9,2.7,55509,3901,19.5,1.9,41303,3586,8009,359,56604,2869,47.9,3.5,55943,5740,52.1,3.5,57017,3210,81.1,2.9,60436,4547,15.1,2.7,32736,9210,3.8,1.6,39265,12860,2570,336,37106,4038,53.7,7.1,34043,4987,42.5,7.3,30896,4001,11.2,4.7,57045,37007,46.3,7.1,42778,9232,27.6,5.7,33690,4225,18.7,5.6,59015,3154,30.8,(X),(X),(X),31.1,(X),(X),(X),25.7,(X),(X),(X)
1400000US12115002713,12115002713,"Census Tract 27.13, Sarasota County, Florida",2712,167,82917,7451,97.8,1.7,82006,6157,1.5,1.5,104886,35827,0,1.6,-,**,0,1.6,-,**,0,1.6,-,**,0.7,0.8,112159,24968,0,1.6,-,**,0.6,0.6,125156,67566,97.5,1.7,81938,6011,0,1.6,-,**,22.8,4.5,100181,16866,54.1,5,87411,10254,23.1,4.1,57569,7283,2270,189,83000,8364,40.3,6.3,85909,12434,59.7,6.3,82295,8423,89.2,5.5,87719,8670,4.7,3.2,24844,69322,6.1,4.4,62398,38131,442,133,46912,19120,46.8,16.3,41734,11989,30.3,16.8,40147,68728,16.5,13.2,100560,104563,53.2,16.3,62125,57106,29.9,13.9,42500,34493,23.3,14.3,141607,126613,28.1,(X),(X),(X),26.7,(X),(X),(X),35.3,(X),(X),(X)
1400000US12115002714,12115002714,"Census Tract 27.14, Sarasota County, Florida",2123,219,63142,9169,99,1.1,63194,9213,0,2,-,**,0,2,-,**,1,1.1,47188,91139,0,2,-,**,0,2,-,**,0,2,-,**,1.1,1.3,29643,144879,97.9,1.6,63264,9123,0,2,-,**,11.4,2.7,66250,51702,32.2,4.9,94265,28056,56.3,5.4,54107,17136,1491,198,74375,26896,23.6,4.3,109063,4483,76.4,4.3,66741,18350,94.6,4.1,85625,21342,4.8,3.9,41023,9954,0.6,1,-,**,632,175,36855,11569,56,13.7,24500,16974,56,13.7,24500,16974,0,6.5,-,**,44,13.7,65052,28791,30.1,13.5,62647,45504,13.9,10.5,106250,73806,29.1,(X),(X),(X),24.7,(X),(X),(X),39.4,(X),(X),(X)
1400000US12115002715,12115002715,"Census Tract 27.15, Sarasota County, Florida",3337,208,46250,1832,100,1.3,46250,1832,0,1.3,-,**,0,1.3,-,**,0,1.3,-,**,0,1.3,-,**,0,1.3,-,**,0,1.3,-,**,1.3,1.4,22446,38100,98.7,1.4,46344,1786,0.7,0.7,46250,75894,4.3,2.5,49359,21589,23.6,3.8,58750,19319,71.4,4.3,42967,4398,2095,192,58057,5236,8,3.4,49487,24342,92,3.4,58970,5037,94.5,3.6,59625,6284,4.4,3.5,44167,8324,1.1,1.3,59554,24037,1242,192,29398,4480,71.3,8.6,24115,5063,64.7,7.9,22656,3899,6.6,5.2,46042,10214,28.7,8.6,41538,21545,22.9,8,39681,13257,5.7,4.2,59327,59194,21.5,(X),(X),(X),17.3,(X),(X),(X),28.4,(X),(X),(X)
1400000US12115002716,12115002716,"Census Tract 27.16, Sarasota County, Florida",2413,185,64044,4935,96.5,2.2,63265,4577,0.5,0.7,-,**,0,1.7,-,**,1,1.1,115288,15006,0,1.7,-,**,0.5,0.7,81136,1409,1.6,1.4,68333,131600,2.1,1.4,64625,34793,94.9,2.7,63283,5009,0,1.7,-,**,16.4,4.3,65000,28252,32.4,4.9,67938,14991,51.2,4.9,61643,9150,1613,164,78207,15209,21.7,5.7,64583,24733,78.3,5.7,82697,15884,88.6,5.8,82991,14004,8.9,5.1,26250,22252,2.5,2.1,125938,109069,800,140,38879,7255,55.9,10.5,27031,6317,49.1,9.6,25469,5528,6.8,4.2,82708,66084,44.1,10.5,58625,23329,33.6,10.5,39957,12898,10.5,6.6,113516,30108,23.7,(X),(X),(X),24.3,(X),(X),(X),21.5,(X),(X),(X)
1400000US12115002718,12115002718,"Census Tract 27.18, Sarasota County, Florida",2582,207,49790,3852,98.7,1.4,49808,3773,1.1,1.3,34514,82941,0,1.6,-,**,0.2,0.5,-,**,0,1.6,-,**,0,1.6,-,**,0,1.6,-,**,3,2.6,12292,123210,95.7,2.9,49869,3966,0,1.6,-,**,7.1,3,48403,12141,36.9,4.5,71786,25979,56,4.5,43688,9102,1613,174,72331,10350,11.5,3.9,89130,59539,88.5,3.9,71318,9976,89.8,5.3,77543,8691,10.2,5.3,17361,16932,0,2.6,-,**,969,196,33389,4105,68.5,10.5,31200,9826,60.6,11.2,26781,9150,7.9,7.5,37188,13605,31.5,10.5,34364,8074,27.6,10.1,34145,4936,3.9,3.5,46136,46723,32.5,(X),(X),(X),31.7,(X),(X),(X),33.8,(X),(X),(X)
1400000US12115002719,12115002719,"Census Tract 27.19, Sarasota County, Florida",1789,197,58881,5024,98.9,1.6,58605,5531,0,2.3,-,**,0,2.3,-,**,0,2.3,-,**,0,2.3,-,**,0,2.3,-,**,1.1,1.6,-,**,1,1.6,-,**,97.9,2.3,58866,6048,0,2.3,-,**,3,3,36250,21350,23.1,8.3,81071,23972,73.8,8.6,51563,10266,1393,179,61207,4901,4.5,4.4,36683,34270,95.5,4.4,61962,10509,93.6,4.7,62472,11050,3.3,3.9,37212,34013,3.1,4.8,-,**,396,148,34583,23356,62.1,18,21964,24982,54,18.3,14755,15259,8.1,8.8,47222,39193,37.9,18,41923,51929,34.3,18.1,65179,51881,3.5,5.5,-,**,28.3,(X),(X),(X),25.3,(X),(X),(X),38.6,(X),(X),(X)
1400000US12115002720,12115002720,"Census Tract 27.20, Sarasota County, Florida",1618,117,57639,6826,97.9,2.5,58819,6917,0,2.6,-,**,0.7,1.2,-,**,0,2.6,-,**,0,2.6,-,**,0,2.6,-,**,1.4,2.1,"2,500-",***,1.3,2,-,**,96.6,3.1,58090,6657,0,2.6,-,**,9,3.9,60857,12308,25,4.5,80500,16970,66,5.5,41231,10812,1318,135,65400,7233,15.3,6.4,60893,30696,84.7,6.4,66525,7603,91,5.8,65975,7845,5.1,4,50078,72198,3.9,3,70556,123319,300,92,27333,9429,81.7,14,31078,9433,81.7,14,31078,9433,0,13.2,-,**,18.3,14,25250,34303,18.3,14,25250,34303,0,13.2,-,**,26.3,(X),(X),(X),29.3,(X),(X),(X),13.3,(X),(X),(X)
1400000US12115002721,12115002721,"Census Tract 27.21, Sarasota County, Florida",1711,159,31947,7216,91.7,4.8,32628,7237,3.1,2.9,43750,25568,0,2.5,-,**,2,2.4,14323,15942,0,2.5,-,**,1.1,0.8,57250,39513,2.1,2.5,9643,35174,1.9,1.3,56875,34098,90.8,5,32260,7219,2.1,2.5,78750,58266,19.1,7.2,57375,41355,35,7.7,29363,6615,43.8,8.2,27664,3223,885,185,41660,3336,33.8,12.9,44301,11343,66.2,12.9,38553,6507,69,10.8,43427,3518,15,7.7,40664,3071,15.9,10,38194,8062,826,192,19599,8660,70.5,11.8,22955,9684,57.6,13.6,18125,5915,12.8,10.4,26615,23236,29.5,11.8,17727,4786,20.8,10.8,16694,3201,8.7,6.2,59306,52904,41.9,(X),(X),(X),42.3,(X),(X),(X),41.5,(X),(X),(X)
1400000US12115002722,12115002722,"Census Tract 27.22, Sarasota County, Florida",2654,218,46378,4285,86.4,5.4,48368,7959,11.2,4.9,27455,22968,0,1.6,-,**,0.1,0.7,103125,192380,0,1.6,-,**,1.5,1.7,35063,32954,0.8,0.9,59792,31897,4.7,3.2,18816,25020,84.1,5.7,48767,9032,1.8,2.4,23199,12435,33,6.9,48378,20060,35.5,5.9,59643,17072,29.7,5,29619,8030,1591,212,52460,15969,42.1,8.1,47847,17751,57.9,8.1,67748,15080,78.8,9.2,67976,9448,14.2,8,31852,15847,7,5.4,22537,13193,1063,220,30258,8108,42.4,12.7,20095,6075,40.5,12.7,19185,5591,1.9,3,-,**,57.6,12.7,40159,16587,51.3,13.1,32440,17632,6.3,5.8,75511,50476,29.2,(X),(X),(X),30,(X),(X),(X),27.9,(X),(X),(X)
1400000US12115002723,12115002723,"Census Tract 27.23, Sarasota County, Florida",1263,150,40950,5220,98.3,2.3,40883,5168,0.7,1.4,-,**,0,3.3,-,**,1,1.7,-,**,0,3.3,-,**,0,3.3,-,**,0,3.3,-,**,1,2.6,-,**,97.2,3.2,41100,4868,1.7,2.3,-,**,15.1,7.5,40529,28276,19.6,6.1,41824,8729,63.6,8.1,41354,8165,754,118,47150,3982,14.2,7.7,48295,1625,85.8,7.7,46318,4860,82.9,10.6,49806,6736,1.7,4.4,-,**,15.4,9.4,40608,6187,509,124,17129,9578,61.1,15.1,14952,9451,58.2,15.8,14809,7447,2.9,5.2,-,**,38.9,15.1,21250,42046,36.7,15.3,20104,42924,2.2,3.7,-,**,31.6,(X),(X),(X),37.5,(X),(X),(X),22.8,(X),(X),(X)
